origin_code,destination_code,airline_code,flight_number,cabin_class,price,currency,departure_date,days_until_dep,day_of_week,month,week_of_year,is_holiday,is_weekend,seats_available,recorded_at,is_live
IDR,PAT,2T,HIST-000,Economy,9459,INR,2024-06-21,14,4,6,25,False,False,50,2024-06-07 00:00:00,False
AMD,MAA,2T,HIST-000,Economy,10523,INR,2025-02-01,14,5,2,5,False,True,50,2025-01-18 00:00:00,False
BOM,HYD,SG,HIST-000,Economy,11712,INR,2023-07-02,14,6,7,26,False,True,50,2023-06-18 00:00:00,False
COK,GAU,QP,HIST-000,Economy,10414,INR,2023-12-17,14,6,12,50,False,True,50,2023-12-03 00:00:00,False
MAA,LKO,2T,HIST-000,Economy,10515,INR,2025-04-21,14,0,4,17,False,False,50,2025-04-07 00:00:00,False
LKO,HYD,2T,HIST-000,Economy,11742,INR,2025-09-28,14,6,9,39,False,True,50,2025-09-14 00:00:00,False
GAU,CCU,QP,HIST-000,Economy,7662,INR,2024-06-04,14,1,6,23,False,False,50,2024-05-21 00:00:00,False
BOM,VNS,9I,HIST-000,Economy,10745,INR,2024-08-21,14,2,8,34,False,False,50,2024-08-07 00:00:00,False
PAT,RPR,I5,HIST-000,Economy,9380,INR,2024-09-01,14,6,9,35,False,True,50,2024-08-18 00:00:00,False
GAU,AMD,AI,HIST-000,Economy,9936,INR,2023-03-25,14,5,3,12,False,True,50,2023-03-11 00:00:00,False
BBI,NAG,I5,HIST-000,Economy,5820,INR,2024-02-02,14,4,2,5,False,False,50,2024-01-19 00:00:00,False
DEL,GAU,G8,HIST-000,Economy,5105,INR,2025-12-16,14,1,12,51,False,False,50,2025-12-02 00:00:00,False
VNS,BBI,UK,HIST-000,Economy,6090,INR,2025-07-24,14,3,7,30,False,False,50,2025-07-10 00:00:00,False
MAA,HYD,AI,HIST-000,Economy,10607,INR,2024-04-23,14,1,4,17,False,False,50,2024-04-09 00:00:00,False
GOI,STV,6E,HIST-000,Economy,6160,INR,2024-08-18,14,6,8,33,False,True,50,2024-08-04 00:00:00,False
DEL,COK,S5,HIST-000,Economy,11267,INR,2024-04-17,14,2,4,16,False,False,50,2024-04-03 00:00:00,False
NAG,BBI,6E,HIST-000,Economy,6887,INR,2025-06-02,14,0,6,23,False,False,50,2025-05-19 00:00:00,False
PNQ,VNS,9I,HIST-000,Economy,10402,INR,2023-06-23,14,4,6,25,False,False,50,2023-06-09 00:00:00,False
BOM,JAI,QP,HIST-000,Economy,3012,INR,2024-09-26,14,3,9,39,False,False,50,2024-09-12 00:00:00,False
DEL,PAT,6E,HIST-000,Economy,12606,INR,2025-08-20,14,2,8,34,False,False,50,2025-08-06 00:00:00,False
NAG,BOM,9I,HIST-000,Economy,10217,INR,2023-01-02,14,0,1,1,False,False,50,2022-12-19 00:00:00,False
IDR,MAA,9I,HIST-000,Economy,5728,INR,2023-03-08,14,2,3,10,False,False,50,2023-02-22 00:00:00,False
BOM,GOI,6E,HIST-000,Economy,9402,INR,2023-07-24,14,0,7,30,False,False,50,2023-07-10 00:00:00,False
HYD,PAT,AI,HIST-000,Economy,7124,INR,2025-11-01,14,5,11,44,False,True,50,2025-10-18 00:00:00,False
LKO,BLR,AI,HIST-000,Economy,12000,INR,2025-07-04,14,4,7,27,False,False,50,2025-06-20 00:00:00,False
PNQ,VNS,G8,HIST-000,Economy,6117,INR,2023-04-03,14,0,4,14,False,False,50,2023-03-20 00:00:00,False
JAI,GAU,AI,HIST-000,Economy,11024,INR,2024-12-18,14,2,12,51,False,False,50,2024-12-04 00:00:00,False
DEL,LKO,QP,HIST-000,Economy,13565,INR,2023-03-14,14,1,3,11,False,False,50,2023-02-28 00:00:00,False
PNQ,BLR,2T,HIST-000,Economy,5975,INR,2025-11-21,14,4,11,47,False,False,50,2025-11-07 00:00:00,False
RPR,JAI,2T,HIST-000,Economy,6328,INR,2025-03-21,14,4,3,12,False,False,50,2025-03-07 00:00:00,False
HYD,IDR,2T,HIST-000,Economy,4213,INR,2023-12-21,14,3,12,51,False,False,50,2023-12-07 00:00:00,False
BBI,LKO,2T,HIST-000,Economy,11605,INR,2024-03-21,14,3,3,12,False,False,50,2024-03-07 00:00:00,False
GAU,DEL,9I,HIST-000,Economy,10884,INR,2023-07-16,14,6,7,28,False,True,50,2023-07-02 00:00:00,False
BLR,AMD,6E,HIST-000,Economy,12783,INR,2025-12-20,14,5,12,51,False,True,50,2025-12-06 00:00:00,False
DEL,BLR,UK,HIST-000,Economy,6071,INR,2023-11-28,14,1,11,48,False,False,50,2023-11-14 00:00:00,False
VNS,PAT,AI,HIST-000,Economy,9233,INR,2023-03-05,14,6,3,9,False,True,50,2023-02-19 00:00:00,False
AMD,IDR,G8,HIST-000,Economy,12439,INR,2025-04-09,14,2,4,15,False,False,50,2025-03-26 00:00:00,False
CCU,BOM,QP,HIST-000,Economy,9984,INR,2025-09-03,14,2,9,36,False,False,50,2025-08-20 00:00:00,False
NAG,CCU,S5,HIST-000,Economy,11225,INR,2024-09-17,14,1,9,38,False,False,50,2024-09-03 00:00:00,False
BOM,PAT,G8,HIST-000,Economy,12564,INR,2024-07-12,14,4,7,28,False,False,50,2024-06-28 00:00:00,False
AMD,JAI,UK,HIST-000,Economy,7102,INR,2024-01-21,14,6,1,3,False,True,50,2024-01-07 00:00:00,False
JAI,COK,AI,HIST-000,Economy,7300,INR,2023-03-01,14,2,3,9,False,False,50,2023-02-15 00:00:00,False
JAI,CCU,I5,HIST-000,Economy,11611,INR,2024-04-16,14,1,4,16,False,False,50,2024-04-02 00:00:00,False
STV,COK,I5,HIST-000,Economy,5382,INR,2024-05-25,14,5,5,21,False,True,50,2024-05-11 00:00:00,False
BOM,AMD,QP,HIST-000,Economy,15721,INR,2025-08-05,14,1,8,32,False,False,50,2025-07-22 00:00:00,False
DEL,HYD,G8,HIST-000,Economy,9419,INR,2024-01-20,14,5,1,3,False,True,50,2024-01-06 00:00:00,False
LKO,BBI,G8,HIST-000,Economy,12681,INR,2025-08-10,14,6,8,32,False,True,50,2025-07-27 00:00:00,False
BBI,BLR,I5,HIST-000,Economy,8884,INR,2025-11-11,14,1,11,46,False,False,50,2025-10-28 00:00:00,False
PAT,BOM,SG,HIST-000,Economy,10490,INR,2024-09-21,14,5,9,38,False,True,50,2024-09-07 00:00:00,False
BBI,DEL,AI,HIST-000,Economy,5963,INR,2025-12-12,14,4,12,50,False,False,50,2025-11-28 00:00:00,False
MAA,BOM,9I,HIST-000,Economy,7492,INR,2025-10-26,14,6,10,43,False,True,50,2025-10-12 00:00:00,False
BLR,GOI,SG,HIST-000,Economy,12956,INR,2023-08-14,14,0,8,33,False,False,50,2023-07-31 00:00:00,False
PNQ,BBI,AI,HIST-000,Economy,4320,INR,2023-01-05,14,3,1,1,False,False,50,2022-12-22 00:00:00,False
MAA,COK,2T,HIST-000,Economy,8009,INR,2023-06-05,14,0,6,23,False,False,50,2023-05-22 00:00:00,False
CCU,PNQ,SG,HIST-000,Economy,11006,INR,2023-09-05,14,1,9,36,False,False,50,2023-08-22 00:00:00,False
IDR,STV,9I,HIST-000,Economy,11692,INR,2023-03-28,14,1,3,13,False,False,50,2023-03-14 00:00:00,False
GAU,COK,SG,HIST-000,Economy,5856,INR,2024-08-28,14,2,8,35,False,False,50,2024-08-14 00:00:00,False
VNS,NAG,9I,HIST-000,Economy,10217,INR,2025-12-07,14,6,12,49,False,True,50,2025-11-23 00:00:00,False
VNS,DEL,2T,HIST-000,Economy,4150,INR,2023-09-20,14,2,9,38,False,False,50,2023-09-06 00:00:00,False
STV,HYD,AI,HIST-000,Economy,14832,INR,2023-05-26,14,4,5,21,False,False,50,2023-05-12 00:00:00,False
DEL,HYD,UK,HIST-000,Economy,6176,INR,2023-08-15,14,1,8,33,False,False,50,2023-08-01 00:00:00,False
GAU,HYD,I5,HIST-000,Economy,9806,INR,2023-02-26,14,6,2,8,False,True,50,2023-02-12 00:00:00,False
BLR,GOI,6E,HIST-000,Economy,4601,INR,2024-12-26,14,3,12,52,False,False,50,2024-12-12 00:00:00,False
STV,COK,SG,HIST-000,Economy,8054,INR,2025-08-19,14,1,8,34,False,False,50,2025-08-05 00:00:00,False
IDR,VNS,QP,HIST-000,Economy,3771,INR,2023-03-11,14,5,3,10,False,True,50,2023-02-25 00:00:00,False
IDR,GOI,G8,HIST-000,Economy,12422,INR,2023-01-22,14,6,1,3,False,True,50,2023-01-08 00:00:00,False
DEL,HYD,S5,HIST-000,Economy,5818,INR,2024-12-04,14,2,12,49,False,False,50,2024-11-20 00:00:00,False
BLR,BBI,I5,HIST-000,Economy,10352,INR,2025-09-22,14,0,9,39,False,False,50,2025-09-08 00:00:00,False
BOM,PAT,6E,HIST-000,Economy,7728,INR,2024-08-06,14,1,8,32,False,False,50,2024-07-23 00:00:00,False
LKO,COK,9I,HIST-000,Economy,7074,INR,2023-06-05,14,0,6,23,False,False,50,2023-05-22 00:00:00,False
VNS,GAU,9I,HIST-000,Economy,15486,INR,2024-09-28,14,5,9,39,False,True,50,2024-09-14 00:00:00,False
PNQ,VNS,2T,HIST-000,Economy,4248,INR,2023-08-21,14,0,8,34,False,False,50,2023-08-07 00:00:00,False
BOM,AMD,6E,HIST-000,Economy,8173,INR,2025-05-19,14,0,5,21,False,False,50,2025-05-05 00:00:00,False
MAA,STV,UK,HIST-000,Economy,12116,INR,2024-10-21,14,0,10,43,False,False,50,2024-10-07 00:00:00,False
MAA,AMD,UK,HIST-000,Economy,10443,INR,2025-08-14,14,3,8,33,False,False,50,2025-07-31 00:00:00,False
IDR,AMD,I5,HIST-000,Economy,10226,INR,2024-09-08,14,6,9,36,False,True,50,2024-08-25 00:00:00,False
JAI,BBI,9I,HIST-000,Economy,13951,INR,2024-11-19,14,1,11,47,False,False,50,2024-11-05 00:00:00,False
DEL,STV,I5,HIST-000,Economy,11015,INR,2025-07-16,14,2,7,29,False,False,50,2025-07-02 00:00:00,False
BOM,GAU,6E,HIST-000,Economy,12796,INR,2023-12-19,14,1,12,51,False,False,50,2023-12-05 00:00:00,False
JAI,PNQ,UK,HIST-000,Economy,4736,INR,2024-05-19,14,6,5,20,False,True,50,2024-05-05 00:00:00,False
PAT,BBI,I5,HIST-000,Economy,9459,INR,2024-02-17,14,5,2,7,False,True,50,2024-02-03 00:00:00,False
BOM,RPR,2T,HIST-000,Economy,11203,INR,2023-06-14,14,2,6,24,False,False,50,2023-05-31 00:00:00,False
IDR,CCU,9I,HIST-000,Economy,5241,INR,2025-08-05,14,1,8,32,False,False,50,2025-07-22 00:00:00,False
STV,PAT,QP,HIST-000,Economy,9966,INR,2024-06-19,14,2,6,25,False,False,50,2024-06-05 00:00:00,False
DEL,VNS,S5,HIST-000,Economy,5504,INR,2023-09-07,14,3,9,36,False,False,50,2023-08-24 00:00:00,False
STV,MAA,G8,HIST-000,Economy,6907,INR,2024-11-16,14,5,11,46,False,True,50,2024-11-02 00:00:00,False
BOM,HYD,I5,HIST-000,Economy,7891,INR,2024-08-26,14,0,8,35,False,False,50,2024-08-12 00:00:00,False
CCU,PAT,QP,HIST-000,Economy,6415,INR,2025-07-20,14,6,7,29,False,True,50,2025-07-06 00:00:00,False
BLR,CCU,AI,HIST-000,Economy,10264,INR,2023-03-28,14,1,3,13,False,False,50,2023-03-14 00:00:00,False
IDR,VNS,QP,HIST-000,Economy,10409,INR,2025-11-24,14,0,11,48,False,False,50,2025-11-10 00:00:00,False
RPR,COK,6E,HIST-000,Economy,8226,INR,2024-10-07,14,0,10,41,False,False,50,2024-09-23 00:00:00,False
GAU,BOM,I5,HIST-000,Economy,5002,INR,2024-03-09,14,5,3,10,False,True,50,2024-02-24 00:00:00,False
COK,NAG,2T,HIST-000,Economy,10798,INR,2025-07-24,14,3,7,30,False,False,50,2025-07-10 00:00:00,False
BLR,PNQ,9I,HIST-000,Economy,11001,INR,2023-01-08,14,6,1,1,False,True,50,2022-12-25 00:00:00,False
LKO,BLR,G8,HIST-000,Economy,4875,INR,2023-11-03,14,4,11,44,False,False,50,2023-10-20 00:00:00,False
BOM,LKO,UK,HIST-000,Economy,2806,INR,2025-04-22,14,1,4,17,False,False,50,2025-04-08 00:00:00,False
STV,GOI,AI,HIST-000,Economy,7920,INR,2024-03-13,14,2,3,11,False,False,50,2024-02-28 00:00:00,False
LKO,JAI,SG,HIST-000,Economy,12071,INR,2025-10-23,14,3,10,43,False,False,50,2025-10-09 00:00:00,False
PAT,DEL,S5,HIST-000,Economy,8687,INR,2023-01-13,14,4,1,2,False,False,50,2022-12-30 00:00:00,False
RPR,GOI,AI,HIST-000,Economy,11408,INR,2025-12-07,14,6,12,49,False,True,50,2025-11-23 00:00:00,False
STV,NAG,2T,HIST-000,Economy,5025,INR,2023-03-15,14,2,3,11,False,False,50,2023-03-01 00:00:00,False
PAT,BLR,9I,HIST-000,Economy,5367,INR,2023-05-02,14,1,5,18,False,False,50,2023-04-18 00:00:00,False
JAI,STV,SG,HIST-000,Economy,10977,INR,2025-04-27,14,6,4,17,False,True,50,2025-04-13 00:00:00,False
BLR,STV,UK,HIST-000,Economy,10023,INR,2025-11-27,14,3,11,48,False,False,50,2025-11-13 00:00:00,False
AMD,COK,2T,HIST-000,Economy,11534,INR,2023-04-11,14,1,4,15,False,False,50,2023-03-28 00:00:00,False
PNQ,JAI,2T,HIST-000,Economy,11387,INR,2024-11-06,14,2,11,45,False,False,50,2024-10-23 00:00:00,False
RPR,GOI,QP,HIST-000,Economy,14104,INR,2024-04-13,14,5,4,15,False,True,50,2024-03-30 00:00:00,False
JAI,RPR,I5,HIST-000,Economy,14151,INR,2023-04-20,14,3,4,16,False,False,50,2023-04-06 00:00:00,False
CCU,MAA,6E,HIST-000,Economy,11802,INR,2025-10-18,14,5,10,42,False,True,50,2025-10-04 00:00:00,False
MAA,PNQ,S5,HIST-000,Economy,4417,INR,2025-08-18,14,0,8,34,False,False,50,2025-08-04 00:00:00,False
NAG,JAI,QP,HIST-000,Economy,13172,INR,2024-04-11,14,3,4,15,False,False,50,2024-03-28 00:00:00,False
RPR,HYD,9I,HIST-000,Economy,15544,INR,2024-02-02,14,4,2,5,False,False,50,2024-01-19 00:00:00,False
VNS,BOM,6E,HIST-000,Economy,13968,INR,2025-12-06,14,5,12,49,False,True,50,2025-11-22 00:00:00,False
MAA,VNS,9I,HIST-000,Economy,6646,INR,2025-02-03,14,0,2,6,False,False,50,2025-01-20 00:00:00,False
VNS,DEL,SG,HIST-000,Economy,14469,INR,2025-11-06,14,3,11,45,False,False,50,2025-10-23 00:00:00,False
PNQ,PAT,QP,HIST-000,Economy,7349,INR,2024-06-04,14,1,6,23,False,False,50,2024-05-21 00:00:00,False
HYD,BLR,9I,HIST-000,Economy,6879,INR,2025-02-26,14,2,2,9,False,False,50,2025-02-12 00:00:00,False
COK,GOI,I5,HIST-000,Economy,12040,INR,2023-09-07,14,3,9,36,False,False,50,2023-08-24 00:00:00,False
RPR,NAG,2T,HIST-000,Economy,10847,INR,2025-07-04,14,4,7,27,False,False,50,2025-06-20 00:00:00,False
GAU,VNS,I5,HIST-000,Economy,9516,INR,2025-05-27,14,1,5,22,False,False,50,2025-05-13 00:00:00,False
BLR,VNS,6E,HIST-000,Economy,10844,INR,2024-03-16,14,5,3,11,False,True,50,2024-03-02 00:00:00,False
PAT,COK,9I,HIST-000,Economy,12233,INR,2024-11-28,14,3,11,48,False,False,50,2024-11-14 00:00:00,False
VNS,GOI,G8,HIST-000,Economy,7273,INR,2025-12-23,14,1,12,52,False,False,50,2025-12-09 00:00:00,False
COK,NAG,UK,HIST-000,Economy,8064,INR,2025-05-06,14,1,5,19,False,False,50,2025-04-22 00:00:00,False
BBI,IDR,9I,HIST-000,Economy,9661,INR,2023-09-15,14,4,9,37,False,False,50,2023-09-01 00:00:00,False
AMD,NAG,G8,HIST-000,Economy,5746,INR,2025-10-24,14,4,10,43,False,False,50,2025-10-10 00:00:00,False
AMD,VNS,S5,HIST-000,Economy,11215,INR,2024-09-22,14,6,9,38,False,True,50,2024-09-08 00:00:00,False
BOM,MAA,9I,HIST-000,Economy,8645,INR,2023-11-19,14,6,11,46,False,True,50,2023-11-05 00:00:00,False
VNS,AMD,UK,HIST-000,Economy,4761,INR,2025-09-06,14,5,9,36,False,True,50,2025-08-23 00:00:00,False
STV,VNS,6E,HIST-000,Economy,10486,INR,2023-03-16,14,3,3,11,False,False,50,2023-03-02 00:00:00,False
HYD,AMD,S5,HIST-000,Economy,8990,INR,2023-05-15,14,0,5,20,False,False,50,2023-05-01 00:00:00,False
STV,DEL,SG,HIST-000,Economy,9866,INR,2023-10-27,14,4,10,43,False,False,50,2023-10-13 00:00:00,False
BBI,DEL,G8,HIST-000,Economy,3785,INR,2024-08-03,14,5,8,31,False,True,50,2024-07-20 00:00:00,False
PAT,LKO,S5,HIST-000,Economy,8785,INR,2023-08-19,14,5,8,33,False,True,50,2023-08-05 00:00:00,False
MAA,PAT,UK,HIST-000,Economy,13962,INR,2025-07-14,14,0,7,29,False,False,50,2025-06-30 00:00:00,False
HYD,GAU,AI,HIST-000,Economy,6386,INR,2024-09-08,14,6,9,36,False,True,50,2024-08-25 00:00:00,False
JAI,NAG,6E,HIST-000,Economy,13609,INR,2025-08-19,14,1,8,34,False,False,50,2025-08-05 00:00:00,False
PAT,RPR,2T,HIST-000,Economy,6165,INR,2023-01-26,14,3,1,4,False,False,50,2023-01-12 00:00:00,False
BLR,JAI,AI,HIST-000,Economy,9330,INR,2024-09-15,14,6,9,37,False,True,50,2024-09-01 00:00:00,False
IDR,RPR,9I,HIST-000,Economy,13983,INR,2025-10-05,14,6,10,40,False,True,50,2025-09-21 00:00:00,False
IDR,PAT,9I,HIST-000,Economy,12504,INR,2025-08-13,14,2,8,33,False,False,50,2025-07-30 00:00:00,False
BLR,VNS,UK,HIST-000,Economy,10572,INR,2025-07-12,14,5,7,28,False,True,50,2025-06-28 00:00:00,False
HYD,RPR,G8,HIST-000,Economy,10033,INR,2025-03-03,14,0,3,10,False,False,50,2025-02-17 00:00:00,False
BLR,LKO,AI,HIST-000,Economy,14439,INR,2023-12-14,14,3,12,50,False,False,50,2023-11-30 00:00:00,False
COK,PNQ,2T,HIST-000,Economy,12199,INR,2025-10-24,14,4,10,43,False,False,50,2025-10-10 00:00:00,False
NAG,PAT,9I,HIST-000,Economy,6728,INR,2023-12-02,14,5,12,48,False,True,50,2023-11-18 00:00:00,False
VNS,STV,QP,HIST-000,Economy,10427,INR,2024-11-13,14,2,11,46,False,False,50,2024-10-30 00:00:00,False
VNS,BBI,S5,HIST-000,Economy,4194,INR,2025-06-27,14,4,6,26,False,False,50,2025-06-13 00:00:00,False
BLR,NAG,G8,HIST-000,Economy,11100,INR,2025-08-19,14,1,8,34,False,False,50,2025-08-05 00:00:00,False
CCU,PNQ,2T,HIST-000,Economy,13835,INR,2024-02-01,14,3,2,5,False,False,50,2024-01-18 00:00:00,False
GAU,AMD,SG,HIST-000,Economy,13067,INR,2025-11-24,14,0,11,48,False,False,50,2025-11-10 00:00:00,False
NAG,HYD,S5,HIST-000,Economy,5930,INR,2025-10-07,14,1,10,41,False,False,50,2025-09-23 00:00:00,False
IDR,BBI,9I,HIST-000,Economy,5541,INR,2025-10-28,14,1,10,44,False,False,50,2025-10-14 00:00:00,False
STV,JAI,QP,HIST-000,Economy,10312,INR,2025-05-09,14,4,5,19,False,False,50,2025-04-25 00:00:00,False
BOM,CCU,SG,HIST-000,Economy,13323,INR,2025-05-17,14,5,5,20,False,True,50,2025-05-03 00:00:00,False
GOI,PNQ,I5,HIST-000,Economy,7040,INR,2025-05-09,14,4,5,19,False,False,50,2025-04-25 00:00:00,False
JAI,PNQ,QP,HIST-000,Economy,5742,INR,2023-01-01,14,6,1,52,False,True,50,2022-12-18 00:00:00,False
JAI,RPR,SG,HIST-000,Economy,15265,INR,2024-05-14,14,1,5,20,False,False,50,2024-04-30 00:00:00,False
HYD,STV,AI,HIST-000,Economy,7139,INR,2023-12-01,14,4,12,48,False,False,50,2023-11-17 00:00:00,False
IDR,BBI,I5,HIST-000,Economy,7468,INR,2023-07-14,14,4,7,28,False,False,50,2023-06-30 00:00:00,False
BOM,IDR,I5,HIST-000,Economy,10956,INR,2024-01-18,14,3,1,3,False,False,50,2024-01-04 00:00:00,False
VNS,LKO,S5,HIST-000,Economy,11475,INR,2023-10-12,14,3,10,41,False,False,50,2023-09-28 00:00:00,False
RPR,CCU,G8,HIST-000,Economy,11478,INR,2023-02-14,14,1,2,7,False,False,50,2023-01-31 00:00:00,False
STV,BOM,AI,HIST-000,Economy,5346,INR,2023-12-21,14,3,12,51,False,False,50,2023-12-07 00:00:00,False
CCU,STV,6E,HIST-000,Economy,4819,INR,2023-06-17,14,5,6,24,False,True,50,2023-06-03 00:00:00,False
IDR,BBI,S5,HIST-000,Economy,2858,INR,2025-09-26,14,4,9,39,False,False,50,2025-09-12 00:00:00,False
PAT,NAG,G8,HIST-000,Economy,8070,INR,2024-01-05,14,4,1,1,False,False,50,2023-12-22 00:00:00,False
NAG,AMD,S5,HIST-000,Economy,13084,INR,2025-09-19,14,4,9,38,False,False,50,2025-09-05 00:00:00,False
JAI,BOM,I5,HIST-000,Economy,11001,INR,2024-12-07,14,5,12,49,False,True,50,2024-11-23 00:00:00,False
GOI,PNQ,2T,HIST-000,Economy,12994,INR,2025-06-20,14,4,6,25,False,False,50,2025-06-06 00:00:00,False
JAI,VNS,6E,HIST-000,Economy,5440,INR,2023-01-16,14,0,1,3,False,False,50,2023-01-02 00:00:00,False
PNQ,COK,G8,HIST-000,Economy,9384,INR,2024-08-02,14,4,8,31,False,False,50,2024-07-19 00:00:00,False
AMD,PNQ,6E,HIST-000,Economy,2620,INR,2023-09-25,14,0,9,39,False,False,50,2023-09-11 00:00:00,False
JAI,BBI,G8,HIST-000,Economy,13677,INR,2025-02-20,14,3,2,8,False,False,50,2025-02-06 00:00:00,False
GAU,CCU,QP,HIST-000,Economy,8917,INR,2025-03-10,14,0,3,11,False,False,50,2025-02-24 00:00:00,False
LKO,BLR,QP,HIST-000,Economy,6800,INR,2024-12-09,14,0,12,50,False,False,50,2024-11-25 00:00:00,False
PNQ,HYD,G8,HIST-000,Economy,7418,INR,2023-02-22,14,2,2,8,False,False,50,2023-02-08 00:00:00,False
IDR,AMD,G8,HIST-000,Economy,10742,INR,2025-11-27,14,3,11,48,False,False,50,2025-11-13 00:00:00,False
BOM,AMD,G8,HIST-000,Economy,6671,INR,2024-09-03,14,1,9,36,False,False,50,2024-08-20 00:00:00,False
RPR,BLR,9I,HIST-000,Economy,10339,INR,2025-03-11,14,1,3,11,False,False,50,2025-02-25 00:00:00,False
PAT,GOI,AI,HIST-000,Economy,8612,INR,2025-12-19,14,4,12,51,False,False,50,2025-12-05 00:00:00,False
BLR,HYD,AI,HIST-000,Economy,11766,INR,2024-08-17,14,5,8,33,False,True,50,2024-08-03 00:00:00,False
LKO,CCU,G8,HIST-000,Economy,11378,INR,2024-12-10,14,1,12,50,False,False,50,2024-11-26 00:00:00,False
BBI,IDR,2T,HIST-000,Economy,14379,INR,2025-10-22,14,2,10,43,False,False,50,2025-10-08 00:00:00,False
GOI,MAA,QP,HIST-000,Economy,8236,INR,2025-05-14,14,2,5,20,False,False,50,2025-04-30 00:00:00,False
MAA,HYD,I5,HIST-000,Economy,5421,INR,2023-03-18,14,5,3,11,False,True,50,2023-03-04 00:00:00,False
BBI,PNQ,SG,HIST-000,Economy,12632,INR,2023-07-07,14,4,7,27,False,False,50,2023-06-23 00:00:00,False
DEL,BBI,UK,HIST-000,Economy,10989,INR,2025-10-26,14,6,10,43,False,True,50,2025-10-12 00:00:00,False
HYD,BOM,UK,HIST-000,Economy,4818,INR,2024-09-01,14,6,9,35,False,True,50,2024-08-18 00:00:00,False
GAU,AMD,UK,HIST-000,Economy,6157,INR,2024-10-08,14,1,10,41,False,False,50,2024-09-24 00:00:00,False
BLR,GAU,2T,HIST-000,Economy,7624,INR,2024-03-21,14,3,3,12,False,False,50,2024-03-07 00:00:00,False
GAU,BLR,6E,HIST-000,Economy,9633,INR,2023-02-18,14,5,2,7,False,True,50,2023-02-04 00:00:00,False
GOI,LKO,9I,HIST-000,Economy,6615,INR,2025-06-02,14,0,6,23,False,False,50,2025-05-19 00:00:00,False
PAT,AMD,SG,HIST-000,Economy,8703,INR,2024-08-12,14,0,8,33,False,False,50,2024-07-29 00:00:00,False
PAT,BOM,I5,HIST-000,Economy,12412,INR,2025-03-04,14,1,3,10,False,False,50,2025-02-18 00:00:00,False
HYD,PAT,S5,HIST-000,Economy,11349,INR,2025-12-11,14,3,12,50,False,False,50,2025-11-27 00:00:00,False
NAG,GAU,QP,HIST-000,Economy,14335,INR,2023-11-27,14,0,11,48,False,False,50,2023-11-13 00:00:00,False
LKO,COK,9I,HIST-000,Economy,9379,INR,2024-08-01,14,3,8,31,False,False,50,2024-07-18 00:00:00,False
BBI,PNQ,S5,HIST-000,Economy,14452,INR,2024-08-05,14,0,8,32,False,False,50,2024-07-22 00:00:00,False
IDR,CCU,6E,HIST-000,Economy,13380,INR,2025-09-27,14,5,9,39,False,True,50,2025-09-13 00:00:00,False
BOM,CCU,S5,HIST-000,Economy,5396,INR,2023-07-28,14,4,7,30,False,False,50,2023-07-14 00:00:00,False
CCU,DEL,S5,HIST-000,Economy,13607,INR,2025-06-20,14,4,6,25,False,False,50,2025-06-06 00:00:00,False
IDR,GAU,2T,HIST-000,Economy,6941,INR,2023-11-16,14,3,11,46,False,False,50,2023-11-02 00:00:00,False
RPR,COK,2T,HIST-000,Economy,6671,INR,2023-04-28,14,4,4,17,False,False,50,2023-04-14 00:00:00,False
BBI,AMD,QP,HIST-000,Economy,10167,INR,2024-12-12,14,3,12,50,False,False,50,2024-11-28 00:00:00,False
PAT,RPR,UK,HIST-000,Economy,9038,INR,2025-08-09,14,5,8,32,False,True,50,2025-07-26 00:00:00,False
DEL,NAG,6E,HIST-000,Economy,6568,INR,2024-03-22,14,4,3,12,False,False,50,2024-03-08 00:00:00,False
IDR,GAU,6E,HIST-000,Economy,13688,INR,2023-07-22,14,5,7,29,False,True,50,2023-07-08 00:00:00,False
AMD,BOM,2T,HIST-000,Economy,12507,INR,2024-04-25,14,3,4,17,False,False,50,2024-04-11 00:00:00,False
PNQ,LKO,UK,HIST-000,Economy,11001,INR,2023-02-25,14,5,2,8,False,True,50,2023-02-11 00:00:00,False
RPR,BLR,SG,HIST-000,Economy,3464,INR,2024-01-07,14,6,1,1,False,True,50,2023-12-24 00:00:00,False
MAA,AMD,QP,HIST-000,Economy,8848,INR,2023-11-08,14,2,11,45,False,False,50,2023-10-25 00:00:00,False
IDR,NAG,2T,HIST-000,Economy,7560,INR,2024-02-04,14,6,2,5,False,True,50,2024-01-21 00:00:00,False
CCU,PAT,G8,HIST-000,Economy,8727,INR,2023-09-20,14,2,9,38,False,False,50,2023-09-06 00:00:00,False
CCU,VNS,I5,HIST-000,Economy,12910,INR,2024-10-18,14,4,10,42,False,False,50,2024-10-04 00:00:00,False
DEL,IDR,SG,HIST-000,Economy,5626,INR,2025-01-21,14,1,1,4,False,False,50,2025-01-07 00:00:00,False
STV,RPR,9I,HIST-000,Economy,7477,INR,2024-11-25,14,0,11,48,False,False,50,2024-11-11 00:00:00,False
NAG,GOI,UK,HIST-000,Economy,5552,INR,2023-08-17,14,3,8,33,False,False,50,2023-08-03 00:00:00,False
HYD,VNS,QP,HIST-000,Economy,4160,INR,2023-02-13,14,0,2,7,False,False,50,2023-01-30 00:00:00,False
BBI,BLR,G8,HIST-000,Economy,12596,INR,2023-09-23,14,5,9,38,False,True,50,2023-09-09 00:00:00,False
JAI,HYD,G8,HIST-000,Economy,8917,INR,2023-01-27,14,4,1,4,False,False,50,2023-01-13 00:00:00,False
